year,region,Latitude,Longitude,population,values_year,1_against_people_indicator,2_against_freedom_indicator,3_sexual_freedom_indicator,4_family_relationships_indicator,5_property_crimes_indicator,6_collective_security_indicator,7_forgeries_indicator,8_public_administration_indicator,9_justice_administration_indicator,values_year_minus_1,values_year_minus_2,values_year_minus_3
2016,18,42.2871,-2.5396,315.794,20,0,0,0,1,0,0,0,0,0,34.0,36.0,32.0
2016,9,35.8894,-5.3198,84.519,43,0,0,0,1,0,0,0,0,0,42.0,57.0,55.0
2016,10,35.293,-2.9387,86.026,25,0,0,0,1,0,0,0,0,0,35.0,34.0,22.0
2015,0,37.3873,-5.9869,8.399.043,1641,0,0,0,1,0,0,0,0,0,1633.0,1559.0,1691.0
2015,1,41.6488,-0.8891,1.317.847,159,0,0,0,1,0,0,0,0,0,210.0,168.0,148.0
2015,2,43.3619,-5.8494,1.051.229,149,0,0,0,1,0,0,0,0,0,137.0,144.0,160.0
2015,3,39.5712,2.6466,1.104.479,234,0,0,0,1,0,0,0,0,0,255.0,274.0,258.0
2015,5,28.2916,-16.6291,2.100.306,1010,0,0,0,1,0,0,0,0,0,1153.0,1117.0,1016.0
2015,4,43.1828,-3.9878,585.179,51,0,0,0,1,0,0,0,0,0,64.0,54.0,40.0
2015,7,41.6523,-4.7245,2.472.052,251,0,0,0,1,0,0,0,0,0,270.0,282.0,290.0
2015,6,39.8628,-4.0273,2.059.191,355,0,0,0,1,0,0,0,0,0,382.0,392.0,340.0
2015,8,41.3851,2.1734,7.508.106,2012,0,0,0,1,0,0,0,0,0,2294.0,2358.0,2416.0
2015,11,39.4699,-0.3763,4.980.689,988,0,0,0,1,0,0,0,0,0,1056.0,967.0,1018.0
2015,12,39.4765,-6.3722,1.092.997,231,0,0,0,1,0,0,0,0,0,252.0,251.0,248.0
2015,13,42.5751,-8.1339,2.732.347,286,0,0,0,1,0,0,0,0,0,298.0,236.0,236.0
2015,14,40.4168,-3.7038,6.436.996,1228,0,0,0,1,0,0,0,0,0,1241.0,1232.0,1302.0
2015,15,37.9922,-1.1307,1.467.288,581,0,0,0,1,0,0,0,0,0,573.0,493.0,571.0
2015,16,42.6954,-1.6761,640.476,122,0,0,0,1,0,0,0,0,0,97.0,119.0,87.0
2015,17,43.263,-2.9349,2.189.257,302,0,0,0,1,0,0,0,0,0,375.0,498.0,435.0
2015,18,42.2871,-2.5396,317.053,34,0,0,0,1,0,0,0,0,0,36.0,32.0,26.0
2015,9,35.8894,-5.3198,84.263,42,0,0,0,1,0,0,0,0,0,57.0,55.0,74.0
2015,10,35.293,-2.9387,85.584,35,0,0,0,1,0,0,0,0,0,34.0,22.0,21.0
2014,0,37.3873,-5.9869,8.402.305,1633,0,0,0,1,0,0,0,0,0,1559.0,1691.0,1480.0
2014,1,41.6488,-0.8891,1.325.385,210,0,0,0,1,0,0,0,0,0,168.0,148.0,139.0
2014,2,43.3619,-5.8494,1.061.756,137,0,0,0,1,0,0,0,0,0,144.0,160.0,160.0
2014,3,39.5712,2.6466,1.103.442,255,0,0,0,1,0,0,0,0,0,274.0,258.0,212.0
2014,5,28.2916,-16.6291,2.104.815,1153,0,0,0,1,0,0,0,0,0,1117.0,1016.0,919.0
2014,4,43.1828,-3.9878,588.656,64,0,0,0,1,0,0,0,0,0,54.0,40.0,50.0
2014,7,41.6523,-4.7245,2.494.790,270,0,0,0,1,0,0,0,0,0,282.0,290.0,248.0
2014,6,39.8628,-4.0273,2.078.611,382,0,0,0,1,0,0,0,0,0,392.0,340.0,241.0
2014,8,41.3851,2.1734,7.518.903,2294,0,0,0,1,0,0,0,0,0,2358.0,2416.0,2087.0
2014,11,39.4699,-0.3763,5.004.844,1056,0,0,0,1,0,0,0,0,0,967.0,1018.0,941.0
2014,12,39.4765,-6.3722,1.099.632,252,0,0,0,1,0,0,0,0,0,251.0,248.0,159.0
2014,13,42.5751,-8.1339,2.748.695,298,0,0,0,1,0,0,0,0,0,236.0,236.0,169.0
2014,14,40.4168,-3.7038,6.454.440,1241,0,0,0,1,0,0,0,0,0,1232.0,1302.0,1174.0
2014,15,37.9922,-1.1307,1.466.818,573,0,0,0,1,0,0,0,0,0,493.0,571.0,505.0
2014,16,42.6954,-1.6761,640.790,97,0,0,0,1,0,0,0,0,0,119.0,87.0,105.0
2014,17,43.263,-2.9349,2.188.985,375,0,0,0,1,0,0,0,0,0,498.0,435.0,380.0
2014,18,42.2871,-2.5396,319.002,36,0,0,0,1,0,0,0,0,0,32.0,26.0,18.0
2014,9,35.8894,-5.3198,84.963,57,0,0,0,1,0,0,0,0,0,55.0,74.0,39.0
2014,10,35.293,-2.9387,84.509,34,0,0,0,1,0,0,0,0,0,22.0,21.0,27.0
2013,0,37.3873,-5.9869,8.440.300,1559,0,0,0,1,0,0,0,0,0,1691.0,1480.0,1405.0
2013,1,41.6488,-0.8891,1.347.150,168,0,0,0,1,0,0,0,0,0,148.0,139.0,140.0
2013,2,43.3619,-5.8494,1.068.165,144,0,0,0,1,0,0,0,0,0,160.0,160.0,117.0
2013,3,39.5712,2.6466,1.111.674,274,0,0,0,1,0,0,0,0,0,258.0,212.0,161.0
2013,5,28.2916,-16.6291,2.118.679,1117,0,0,0,1,0,0,0,0,0,1016.0,919.0,836.0
2013,4,43.1828,-3.9878,591.888,54,0,0,0,1,0,0,0,0,0,40.0,50.0,56.0
2013,7,41.6523,-4.7245,2.519.875,282,0,0,0,1,0,0,0,0,0,290.0,248.0,229.0
2013,6,39.8628,-4.0273,2.100.998,392,0,0,0,1,0,0,0,0,0,340.0,241.0,222.0
2013,8,41.3851,2.1734,7.553.650,2358,0,0,0,1,0,0,0,0,0,2416.0,2087.0,1800.0
2013,11,39.4699,-0.3763,5.113.815,967,0,0,0,1,0,0,0,0,0,1018.0,941.0,802.0
2013,12,39.4765,-6.3722,1.104.004,251,0,0,0,1,0,0,0,0,0,248.0,159.0,182.0
2013,13,42.5751,-8.1339,2.765.940,236,0,0,0,1,0,0,0,0,0,236.0,169.0,169.0
2013,14,40.4168,-3.7038,6.495.551,1232,0,0,0,1,0,0,0,0,0,1302.0,1174.0,726.0
2013,15,37.9922,-1.1307,1.472.049,493,0,0,0,1,0,0,0,0,0,571.0,505.0,490.0
2013,16,42.6954,-1.6761,644.477,119,0,0,0,1,0,0,0,0,0,87.0,105.0,82.0
2013,17,43.263,-2.9349,2.191.682,498,0,0,0,1,0,0,0,0,0,435.0,380.0,337.0
2013,18,42.2871,-2.5396,322.027,32,0,0,0,1,0,0,0,0,0,26.0,18.0,31.0
2013,9,35.8894,-5.3198,84.180,55,0,0,0,1,0,0,0,0,0,74.0,39.0,31.0
2013,10,35.293,-2.9387,83.679,22,0,0,0,1,0,0,0,0,0,21.0,27.0,30.0
2019,0,37.3873,-5.9869,8.414.240,239711,0,0,0,0,1,0,0,0,0,240939.0,242164.0,243163.0
2019,1,41.6488,-0.8891,1.319.291,31651,0,0,0,0,1,0,0,0,0,29952.0,28437.0,28874.0
2019,2,43.3619,-5.8494,1.022.800,19066,0,0,0,0,1,0,0,0,0,18807.0,17964.0,18359.0
2019,3,39.5712,2.6466,1.149.460,58274,0,0,0,0,1,0,0,0,0,55800.0,55129.0,51859.0
2019,5,28.2916,-16.6291,2.153.389,64716,0,0,0,0,1,0,0,0,0,61599.0,62255.0,61781.0
2019,4,43.1828,-3.9878,581.078,12953,0,0,0,0,1,0,0,0,0,12552.0,12678.0,12290.0
2019,7,41.6523,-4.7245,2.399.548,56640,0,0,0,0,1,0,0,0,0,55843.0,53459.0,54234.0
2019,6,39.8628,-4.0273,2.032.863,50473,0,0,0,0,1,0,0,0,0,49886.0,46528.0,46605.0
2019,8,41.3851,2.1734,7.675.217,425113,0,0,0,0,1,0,0,0,0,409295.0,361790.0,344365.0
2019,11,39.4699,-0.3763,5.003.769,174091,0,0,0,0,1,0,0,0,0,175524.0,173357.0,177644.0
2019,12,39.4765,-6.3722,1.067.710,18583,0,0,0,0,1,0,0,0,0,18333.0,18059.0,18274.0
2019,13,42.5751,-8.1339,2.699.499,56924,0,0,0,0,1,0,0,0,0,55664.0,51864.0,52691.0
2019,14,40.4168,-3.7038,6.663.394,337836,0,0,0,0,1,0,0,0,0,325802.0,319369.0,314569.0
2019,15,37.9922,-1.1307,1.493.898,41700,0,0,0,0,1,0,0,0,0,40812.0,38611.0,38128.0
2019,16,42.6954,-1.6761,654.214,21485,0,0,0,0,1,0,0,0,0,19908.0,18463.0,18875.0
2019,17,43.263,-2.9349,2.207.776,71978,0,0,0,0,1,0,0,0,0,68582.0,62871.0,62837.0
2019,18,42.2871,-2.5396,316.798,6179,0,0,0,0,1,0,0,0,0,5894.0,5676.0,5764.0
2019,9,35.8894,-5.3198,84.777,2159,0,0,0,0,1,0,0,0,0,2243.0,2132.0,2361.0
2019,10,35.293,-2.9387,86.487,3281,0,0,0,0,1,0,0,0,0,3329.0,2826.0,2953.0
2018,0,37.3873,-5.9869,8.384.408,240939,0,0,0,0,1,0,0,0,0,242164.0,243163.0,241975.0
2018,1,41.6488,-0.8891,1.308.728,29952,0,0,0,0,1,0,0,0,0,28437.0,28874.0,29101.0
2018,2,43.3619,-5.8494,1.028.244,18807,0,0,0,0,1,0,0,0,0,17964.0,18359.0,18946.0
2018,3,39.5712,2.6466,1.128.908,55800,0,0,0,0,1,0,0,0,0,55129.0,51859.0,50642.0
2018,5,28.2916,-16.6291,2.127.685,61599,0,0,0,0,1,0,0,0,0,62255.0,61781.0,60740.0
2018,4,43.1828,-3.9878,580.229,12552,0,0,0,0,1,0,0,0,0,12678.0,12290.0,11661.0
2018,7,41.6523,-4.7245,2.409.164,55843,0,0,0,0,1,0,0,0,0,53459.0,54234.0,54991.0
2018,6,39.8628,-4.0273,2.026.807,49886,0,0,0,0,1,0,0,0,0,46528.0,46605.0,49126.0
2018,8,41.3851,2.1734,7.600.065,409295,0,0,0,0,1,0,0,0,0,361790.0,344365.0,350445.0
2018,11,39.4699,-0.3763,4.963.703,175524,0,0,0,0,1,0,0,0,0,173357.0,177644.0,179704.0
2018,12,39.4765,-6.3722,1.072.863,18333,0,0,0,0,1,0,0,0,0,18059.0,18274.0,18942.0
2018,13,42.5751,-8.1339,2.701.743,55664,0,0,0,0,1,0,0,0,0,51864.0,52691.0,53286.0
2018,14,40.4168,-3.7038,6.578.079,325802,0,0,0,0,1,0,0,0,0,319369.0,314569.0,304377.0
2018,15,37.9922,-1.1307,1.478.509,40812,0,0,0,0,1,0,0,0,0,38611.0,38128.0,39276.0
2018,16,42.6954,-1.6761,647.554,19908,0,0,0,0,1,0,0,0,0,18463.0,18875.0,17511.0
2018,17,43.263,-2.9349,2.199.088,68582,0,0,0,0,1,0,0,0,0,62871.0,62837.0,62875.0
2018,18,42.2871,-2.5396,315.675,5894,0,0,0,0,1,0,0,0,0,5676.0,5764.0,6260.0
2018,9,35.8894,-5.3198,85.144,2243,0,0,0,0,1,0,0,0,0,2132.0,2361.0,2723.0
2018,10,35.293,-2.9387,86.384,3329,0,0,0,0,1,0,0,0,0,2826.0,2953.0,2955.0
2017,0,37.3873,-5.9869,8.379.820,242164,0,0,0,0,1,0,0,0,0,243163.0,241975.0,249797.0
2017,1,41.6488,-0.8891,1.308.750,28437,0,0,0,0,1,0,0,0,0,28874.0,29101.0,30042.0
2017,2,43.3619,-5.8494,1.034.960,17964,0,0,0,0,1,0,0,0,0,18359.0,18946.0,19530.0
2017,3,39.5712,2.6466,1.115.999,55129,0,0,0,0,1,0,0,0,0,51859.0,50642.0,52211.0
2017,5,28.2916,-16.6291,2.108.121,62255,0,0,0,0,1,0,0,0,0,61781.0,60740.0,59759.0
2017,4,43.1828,-3.9878,580.295,12678,0,0,0,0,1,0,0,0,0,12290.0,11661.0,11701.0
2017,7,41.6523,-4.7245,2.425.801,53459,0,0,0,0,1,0,0,0,0,54234.0,54991.0,55997.0
2017,6,39.8628,-4.0273,2.031.479,46528,0,0,0,0,1,0,0,0,0,46605.0,49126.0,50648.0
2017,8,41.3851,2.1734,7.555.830,361790,0,0,0,0,1,0,0,0,0,344365.0,350445.0,351985.0
2017,11,39.4699,-0.3763,4.941.509,173357,0,0,0,0,1,0,0,0,0,177644.0,179704.0,187271.0
2017,12,39.4765,-6.3722,1.079.920,18059,0,0,0,0,1,0,0,0,0,18274.0,18942.0,19164.0
2017,13,42.5751,-8.1339,2.708.339,51864,0,0,0,0,1,0,0,0,0,52691.0,53286.0,53652.0
2017,14,40.4168,-3.7038,6.507.184,319369,0,0,0,0,1,0,0,0,0,314569.0,304377.0,304167.0
2017,15,37.9922,-1.1307,1.470.273,38611,0,0,0,0,1,0,0,0,0,38128.0,39276.0,37824.0
2017,16,42.6954,-1.6761,643.234,18463,0,0,0,0,1,0,0,0,0,18875.0,17511.0,19231.0
2017,17,43.263,-2.9349,2.194.158,62871,0,0,0,0,1,0,0,0,0,62837.0,62875.0,63332.0
2017,18,42.2871,-2.5396,315.381,5676,0,0,0,0,1,0,0,0,0,5764.0,6260.0,6352.0
2017,9,35.8894,-5.3198,84.959,2132,0,0,0,0,1,0,0,0,0,2361.0,2723.0,2767.0
2017,10,35.293,-2.9387,86.120,2826,0,0,0,0,1,0,0,0,0,2953.0,2955.0,2627.0
2016,0,37.3873,-5.9869,8.388.107,243163,0,0,0,0,1,0,0,0,0,241975.0,249797.0,273325.0
2016,1,41.6488,-0.8891,1.308.563,28874,0,0,0,0,1,0,0,0,0,29101.0,30042.0,32032.0
2016,2,43.3619,-5.8494,1.042.608,18359,0,0,0,0,1,0,0,0,0,18946.0,19530.0,20834.0
2016,3,39.5712,2.6466,1.107.220,51859,0,0,0,0,1,0,0,0,0,50642.0,52211.0,57282.0
2016,5,28.2916,-16.6291,2.101.924,61781,0,0,0,0,1,0,0,0,0,60740.0,59759.0,62970.0
2016,4,43.1828,-3.9878,582.206,12290,0,0,0,0,1,0,0,0,0,11661.0,11701.0,11875.0
2016,7,41.6523,-4.7245,2.447.519,54234,0,0,0,0,1,0,0,0,0,54991.0,55997.0,58837.0
2016,6,39.8628,-4.0273,2.041.631,46605,0,0,0,0,1,0,0,0,0,49126.0,50648.0,53668.0
2016,8,41.3851,2.1734,7.522.596,344365,0,0,0,0,1,0,0,0,0,350445.0,351985.0,361187.0
2016,11,39.4699,-0.3763,4.959.968,177644,0,0,0,0,1,0,0,0,0,179704.0,187271.0,201297.0
2016,12,39.4765,-6.3722,1.087.778,18274,0,0,0,0,1,0,0,0,0,18942.0,19164.0,20336.0
2016,13,42.5751,-8.1339,2.718.525,52691,0,0,0,0,1,0,0,0,0,53286.0,53652.0,56486.0
2016,14,40.4168,-3.7038,6.466.996,314569,0,0,0,0,1,0,0,0,0,304377.0,304167.0,317363.0
2016,15,37.9922,-1.1307,1.464.847,38128,0,0,0,0,1,0,0,0,0,39276.0,37824.0,40564.0
2016,16,42.6954,-1.6761,640.647,18875,0,0,0,0,1,0,0,0,0,17511.0,19231.0,17447.0
2016,17,43.263,-2.9349,2.189.534,62837,0,0,0,0,1,0,0,0,0,62875.0,63332.0,65419.0
2016,18,42.2871,-2.5396,315.794,5764,0,0,0,0,1,0,0,0,0,6260.0,6352.0,7086.0
2016,9,35.8894,-5.3198,84.519,2361,0,0,0,0,1,0,0,0,0,2723.0,2767.0,3046.0
2016,10,35.293,-2.9387,86.026,2953,0,0,0,0,1,0,0,0,0,2955.0,2627.0,2834.0
2015,0,37.3873,-5.9869,8.399.043,241975,0,0,0,0,1,0,0,0,0,249797.0,273325.0,289754.0
2015,1,41.6488,-0.8891,1.317.847,29101,0,0,0,0,1,0,0,0,0,30042.0,32032.0,35860.0
2015,2,43.3619,-5.8494,1.051.229,18946,0,0,0,0,1,0,0,0,0,19530.0,20834.0,20612.0
2015,3,39.5712,2.6466,1.104.479,50642,0,0,0,0,1,0,0,0,0,52211.0,57282.0,58202.0
2015,5,28.2916,-16.6291,2.100.306,60740,0,0,0,0,1,0,0,0,0,59759.0,62970.0,66731.0
2015,4,43.1828,-3.9878,585.179,11661,0,0,0,0,1,0,0,0,0,11701.0,11875.0,12651.0
2015,7,41.6523,-4.7245,2.472.052,54991,0,0,0,0,1,0,0,0,0,55997.0,58837.0,61485.0
2015,6,39.8628,-4.0273,2.059.191,49126,0,0,0,0,1,0,0,0,0,50648.0,53668.0,53616.0
2015,8,41.3851,2.1734,7.508.106,350445,0,0,0,0,1,0,0,0,0,351985.0,361187.0,379323.0
2015,11,39.4699,-0.3763,4.980.689,179704,0,0,0,0,1,0,0,0,0,187271.0,201297.0,217131.0
2015,12,39.4765,-6.3722,1.092.997,18942,0,0,0,0,1,0,0,0,0,19164.0,20336.0,20166.0
2015,13,42.5751,-8.1339,2.732.347,53286,0,0,0,0,1,0,0,0,0,53652.0,56486.0,56690.0
2015,14,40.4168,-3.7038,6.436.996,304377,0,0,0,0,1,0,0,0,0,304167.0,317363.0,329046.0
2015,15,37.9922,-1.1307,1.467.288,39276,0,0,0,0,1,0,0,0,0,37824.0,40564.0,41734.0
2015,16,42.6954,-1.6761,640.476,17511,0,0,0,0,1,0,0,0,0,19231.0,17447.0,15739.0
2015,17,43.263,-2.9349,2.189.257,62875,0,0,0,0,1,0,0,0,0,63332.0,65419.0,66523.0
2015,18,42.2871,-2.5396,317.053,6260,0,0,0,0,1,0,0,0,0,6352.0,7086.0,7267.0
2015,9,35.8894,-5.3198,84.263,2723,0,0,0,0,1,0,0,0,0,2767.0,3046.0,3433.0
2015,10,35.293,-2.9387,85.584,2955,0,0,0,0,1,0,0,0,0,2627.0,2834.0,2770.0
2014,0,37.3873,-5.9869,8.402.305,249797,0,0,0,0,1,0,0,0,0,273325.0,289754.0,295431.0
2014,1,41.6488,-0.8891,1.325.385,30042,0,0,0,0,1,0,0,0,0,32032.0,35860.0,38211.0
2014,2,43.3619,-5.8494,1.061.756,19530,0,0,0,0,1,0,0,0,0,20834.0,20612.0,18959.0
2014,3,39.5712,2.6466,1.103.442,52211,0,0,0,0,1,0,0,0,0,57282.0,58202.0,57572.0
2014,5,28.2916,-16.6291,2.104.815,59759,0,0,0,0,1,0,0,0,0,62970.0,66731.0,65378.0
2014,4,43.1828,-3.9878,588.656,11701,0,0,0,0,1,0,0,0,0,11875.0,12651.0,11901.0
2014,7,41.6523,-4.7245,2.494.790,55997,0,0,0,0,1,0,0,0,0,58837.0,61485.0,59573.0
2014,6,39.8628,-4.0273,2.078.611,50648,0,0,0,0,1,0,0,0,0,53668.0,53616.0,52494.0
2014,8,41.3851,2.1734,7.518.903,351985,0,0,0,0,1,0,0,0,0,361187.0,379323.0,375452.0
2014,11,39.4699,-0.3763,5.004.844,187271,0,0,0,0,1,0,0,0,0,201297.0,217131.0,221719.0
2014,12,39.4765,-6.3722,1.099.632,19164,0,0,0,0,1,0,0,0,0,20336.0,20166.0,19568.0
2014,13,42.5751,-8.1339,2.748.695,53652,0,0,0,0,1,0,0,0,0,56486.0,56690.0,54185.0
2014,14,40.4168,-3.7038,6.454.440,304167,0,0,0,0,1,0,0,0,0,317363.0,329046.0,325156.0
2014,15,37.9922,-1.1307,1.466.818,37824,0,0,0,0,1,0,0,0,0,40564.0,41734.0,41304.0
2014,16,42.6954,-1.6761,640.790,19231,0,0,0,0,1,0,0,0,0,17447.0,15739.0,14576.0
2014,17,43.263,-2.9349,2.188.985,63332,0,0,0,0,1,0,0,0,0,65419.0,66523.0,63215.0
2014,18,42.2871,-2.5396,319.002,6352,0,0,0,0,1,0,0,0,0,7086.0,7267.0,7007.0
2014,9,35.8894,-5.3198,84.963,2767,0,0,0,0,1,0,0,0,0,3046.0,3433.0,2860.0
2014,10,35.293,-2.9387,84.509,2627,0,0,0,0,1,0,0,0,0,2834.0,2770.0,2917.0
2013,0,37.3873,-5.9869,8.440.300,273325,0,0,0,0,1,0,0,0,0,289754.0,295431.0,303476.0
2013,1,41.6488,-0.8891,1.347.150,32032,0,0,0,0,1,0,0,0,0,35860.0,38211.0,39806.0
2013,2,43.3619,-5.8494,1.068.165,20834,0,0,0,0,1,0,0,0,0,20612.0,18959.0,18724.0
2013,3,39.5712,2.6466,1.111.674,57282,0,0,0,0,1,0,0,0,0,58202.0,57572.0,54693.0
2013,5,28.2916,-16.6291,2.118.679,62970,0,0,0,0,1,0,0,0,0,66731.0,65378.0,61351.0
2013,4,43.1828,-3.9878,591.888,11875,0,0,0,0,1,0,0,0,0,12651.0,11901.0,11770.0
2013,7,41.6523,-4.7245,2.519.875,58837,0,0,0,0,1,0,0,0,0,61485.0,59573.0,61232.0
2013,6,39.8628,-4.0273,2.100.998,53668,0,0,0,0,1,0,0,0,0,53616.0,52494.0,50702.0
2013,8,41.3851,2.1734,7.553.650,361187,0,0,0,0,1,0,0,0,0,379323.0,375452.0,388023.0
2013,11,39.4699,-0.3763,5.113.815,201297,0,0,0,0,1,0,0,0,0,217131.0,221719.0,225991.0
2013,12,39.4765,-6.3722,1.104.004,20336,0,0,0,0,1,0,0,0,0,20166.0,19568.0,20060.0
2013,13,42.5751,-8.1339,2.765.940,56486,0,0,0,0,1,0,0,0,0,56690.0,54185.0,51987.0
2013,14,40.4168,-3.7038,6.495.551,317363,0,0,0,0,1,0,0,0,0,329046.0,325156.0,336388.0
2013,15,37.9922,-1.1307,1.472.049,40564,0,0,0,0,1,0,0,0,0,41734.0,41304.0,41988.0
2013,16,42.6954,-1.6761,644.477,17447,0,0,0,0,1,0,0,0,0,15739.0,14576.0,13770.0
2013,17,43.263,-2.9349,2.191.682,65419,0,0,0,0,1,0,0,0,0,66523.0,63215.0,65555.0
2013,18,42.2871,-2.5396,322.027,7086,0,0,0,0,1,0,0,0,0,7267.0,7007.0,6555.0
2013,9,35.8894,-5.3198,84.180,3046,0,0,0,0,1,0,0,0,0,3433.0,2860.0,3053.0
2013,10,35.293,-2.9387,83.679,2834,0,0,0,0,1,0,0,0,0,2770.0,2917.0,2810.0
2019,0,37.3873,-5.9869,8.414.240,15094,0,0,0,0,0,1,0,0,0,13862.0,13039.0,12880.0
2019,1,41.6488,-0.8891,1.319.291,1360,0,0,0,0,0,1,0,0,0,1244.0,1093.0,1043.0
2019,2,43.3619,-5.8494,1.022.800,1205,0,0,0,0,0,1,0,0,0,1051.0,1052.0,1108.0
2019,3,39.5712,2.6466,1.149.460,2880,0,0,0,0,0,1,0,0,0,2676.0,2534.0,2332.0
2019,5,28.2916,-16.6291,2.153.389,3439,0,0,0,0,0,1,0,0,0,3296.0,3287.0,3029.0
2019,4,43.1828,-3.9878,581.078,716,0,0,0,0,0,1,0,0,0,748.0,695.0,733.0
2019,7,41.6523,-4.7245,2.399.548,2911,0,0,0,0,0,1,0,0,0,2709.0,2473.0,2404.0
2019,6,39.8628,-4.0273,2.032.863,3224,0,0,0,0,0,1,0,0,0,2798.0,2598.0,2612.0
2019,8,41.3851,2.1734,7.675.217,8938,0,0,0,0,0,1,0,0,0,8724.0,8273.0,8126.0
2019,11,39.4699,-0.3763,5.003.769,7739,0,0,0,0,0,1,0,0,0,7805.0,7273.0,7465.0
2019,12,39.4765,-6.3722,1.067.710,1248,0,0,0,0,0,1,0,0,0,1138.0,976.0,904.0
2019,13,42.5751,-8.1339,2.699.499,4992,0,0,0,0,0,1,0,0,0,4806.0,4424.0,4197.0
2019,14,40.4168,-3.7038,6.663.394,7696,0,0,0,0,0,1,0,0,0,6607.0,5830.0,5913.0
2019,15,37.9922,-1.1307,1.493.898,1664,0,0,0,0,0,1,0,0,0,1502.0,1392.0,1261.0
2019,16,42.6954,-1.6761,654.214,1583,0,0,0,0,0,1,0,0,0,1495.0,845.0,921.0
2019,17,43.263,-2.9349,2.207.776,2773,0,0,0,0,0,1,0,0,0,2605.0,2424.0,2386.0
2019,18,42.2871,-2.5396,316.798,413,0,0,0,0,0,1,0,0,0,349.0,294.0,347.0
2019,9,35.8894,-5.3198,84.777,509,0,0,0,0,0,1,0,0,0,385.0,434.0,451.0
2019,10,35.293,-2.9387,86.487,348,0,0,0,0,0,1,0,0,0,314.0,212.0,223.0
2018,0,37.3873,-5.9869,8.384.408,13862,0,0,0,0,0,1,0,0,0,13039.0,12880.0,13484.0
2018,1,41.6488,-0.8891,1.308.728,1244,0,0,0,0,0,1,0,0,0,1093.0,1043.0,1054.0
2018,2,43.3619,-5.8494,1.028.244,1051,0,0,0,0,0,1,0,0,0,1052.0,1108.0,1111.0
2018,3,39.5712,2.6466,1.128.908,2676,0,0,0,0,0,1,0,0,0,2534.0,2332.0,2517.0
2018,5,28.2916,-16.6291,2.127.685,3296,0,0,0,0,0,1,0,0,0,3287.0,3029.0,3140.0
2018,4,43.1828,-3.9878,580.229,748,0,0,0,0,0,1,0,0,0,695.0,733.0,768.0
2018,7,41.6523,-4.7245,2.409.164,2709,0,0,0,0,0,1,0,0,0,2473.0,2404.0,2626.0
2018,6,39.8628,-4.0273,2.026.807,2798,0,0,0,0,0,1,0,0,0,2598.0,2612.0,2548.0
2018,8,41.3851,2.1734,7.600.065,8724,0,0,0,0,0,1,0,0,0,8273.0,8126.0,7760.0
2018,11,39.4699,-0.3763,4.963.703,7805,0,0,0,0,0,1,0,0,0,7273.0,7465.0,7501.0
2018,12,39.4765,-6.3722,1.072.863,1138,0,0,0,0,0,1,0,0,0,976.0,904.0,966.0
2018,13,42.5751,-8.1339,2.701.743,4806,0,0,0,0,0,1,0,0,0,4424.0,4197.0,4513.0
2018,14,40.4168,-3.7038,6.578.079,6607,0,0,0,0,0,1,0,0,0,5830.0,5913.0,6081.0
2018,15,37.9922,-1.1307,1.478.509,1502,0,0,0,0,0,1,0,0,0,1392.0,1261.0,1411.0
2018,16,42.6954,-1.6761,647.554,1495,0,0,0,0,0,1,0,0,0,845.0,921.0,990.0
2018,17,43.263,-2.9349,2.199.088,2605,0,0,0,0,0,1,0,0,0,2424.0,2386.0,2392.0
2018,18,42.2871,-2.5396,315.675,349,0,0,0,0,0,1,0,0,0,294.0,347.0,339.0
2018,9,35.8894,-5.3198,85.144,385,0,0,0,0,0,1,0,0,0,434.0,451.0,601.0
